item,product,unitmark
김치,종가집 썰어담은맛김치페트,300G
김치,명가일품 한입에 반한 오이소박이,500G
우유,삼양 대관령목장 유기농우유,750ML
김치,마음심은 이종임 포기김치,2KG
소스류,맥양념청국장,160G
빵,삼립 화이트슈 까망쿠키크럼블왕슈,27G
김치,피코크 조선호텔 맛 김치,80G
소스류,속초 두레찬 국내산 오징어젓갈,500G
사탕,롤리팝 아이스,165G
소스류,한성 명란젓갈창란젓갈오징어젓갈 기획상품,270G
아이스크림,풀무원 컵 아이스,120G
정육_햄,부촌푸드 국내산 냉장 간장 돼지불고기,500G
아이스크림,유기농 녹차 아이스크림 474 ML, 
정육_햄,노브랜드 빅그릴비엔나,400G
김치,씨제이제일제당 비비고 백김치,500G
과자,명인이 만든 감자칩,25G
과자,도리토스 갈비천왕치킨맛,172G
아이스크림,돼지바 아이스크림, 
아이스크림,또로롱 비비빅, 
빵,뉴크리스피쿠키세트, 
소스류,안동낫또 명절선물셋트검은콩낫또, 
빵,소프트제리롤진한 블루베리 파운드, 
우유,매일 오리지널,900ML
정육_햄,피코크 바베큐그릴비엔나,370G
정육_햄,굽네 치팸 클래식, 
과자,노브랜드 바삭한 갈릭새우칩,193G
정육_햄,피코크 쟌슨빌 할라피뇨 소시지 위드 치즈,396G
치즈,이마트가 직접 수입한 밸리 팜 크랜베리오랜지 치즈,125G
정육_햄,씨제이 맥스봉 치즈후랑크,70G
정육_햄,피코크 치즈 따봉 소시지,280G
우유,상하목장 유기농 우유,200ML
정육_햄,씨제이 맥스봉 마늘핫바,90G
과자,생생감자칩 오리지날,60G
과자,프로퍼 크립스 말보로 시솔트 감자칩,40G
소스류,순두부찌개 기획,140G
우유,덴마크 산양우유,750ML
소스류,가나 다진마늘,450G
과자,씨제이 맥스칩 러블리스윗펌킨,30G
사탕,유나이티드 캔디 커피,140G
냉동식품,대림선 왕교자,910G
과자,피코크 서울스낵 두부과자 야채맛,80G
반찬,꽈리고추멸치볶음,130G
김치,종가집 오래오래 맛있는 총각김치,1800G
기타간식,노브랜드 오렌지 쇼콜라 케익,600G
소스류,명란젓갈,180G
사탕,땅콩카라멜,324G
냉동식품,동원 얇은피 고기만두,400G
냉동식품,올반 명란군만두,630G
기타간식,검은깨 수제강정,600G
소스류,씨제이다담 양념듬뿍쌈장,570G
냉동식품,굽네 닭가슴살 교자만두,490G
사탕,캬라멜 팥,149G
정육_햄,흑미 함박스테이크,200G
정육_햄,굽네 닭가슴살 후랑크 할라피노,120G
과자,씨제이 맛 고구마,180G
빵,겹겹이 구뭐낸 플레인 바움쿠헨 조각케익,150G
정육_햄,진한 궁중 삼계탕,1KG
빵,아이스 찰보리빵,32G
반찬,광양매화골농원 매실본가 청매실 고추장 장아찌,420G
우유,매일우유 소화가잘되는우유 저지방,930ML
아이스크림,또로롱 부라보콘 초코청크, 
정육_햄,굽네 핫 닭발,350G
빵,프랑스 프리미엄 솔티드버터캐러멜 머핀 냉동빵,95G
과자,해태 오사쯔 고구마,129G
과자,오리온 치킨팝 닭강정맛,162G
우유,오트밸리 오트밀크 귀리우유,1000ML
반찬,씨제이 고메 야끼소바,412G
치즈,빈센트,200G
치즈,알펜하인 셀렉트 까망베르 치즈,125G
정육_햄,제이엠푸드 제주흑돼지 고추장 불고기,300G
소스류,씨제이 다담 양념, 
반찬,종가집 메추리알 장조림,250G
기타간식,베누 양송이 크림스프,320G
빵,프랑스 프리미엄 스틱네이쳐 파베이크,40G
과자,오리온 왕고래밥,56G
사탕,타노시이 라멘야상 라면만들기,25G
냉동식품,피코크 고기 동그랑땡,700G
정육_햄,닭가슴살 소시지 핫바 불갈비맛,70G
정육_햄,노브랜드 한입쏙쏙비엔나,550G
반찬,건가지튀김강정,120G
빵,큐원 분당,110G
우유,옳은 유기농,750ML
아이스크림,매그넘 미니,55ML
기타간식,삼립 달콤한 화이트슈,150G
빵,달콤한 도라야끼, 
소스류,제주하루미 꽃멸치젓갈제주 멜젓,200G
냉동식품,동원 개성군만두잡채,400G
아이스크림,시모나 꿀호떡 아이스크림, 
기타간식,삼양 짱구,115G
기타간식,초록마을 프리미엄굴소스,290ML
반찬,소시지야채볶음냉장,200G
사탕,오리온 통아몬드,90G
아이스크림,하겐다즈 딸기,473ML
기타간식,베누 포테이토 크림스프, 
과자,자주 고소한 우리쌀 누룽지, 
기타간식,피코크 사과 그대로,18G
김치,씨제이 비비고 썰은배추김치,60G
김치,제주김치 유산균 맛김치,5KG
우유,남양 맛있는우유지티,500ML
사탕,스코 이클립스 스트로베리,31G
기타간식,피셔 허니 로스티드 피넛,140G
우유,서울우유 밀크랩 고단백저지방우유,900ML
사탕,농심 멘토스 프루츠,810G
빵,미니 소보로,375G
정육_햄,부촌푸드 유황 생 통오리 한마리,2KG
과자,노브랜드 자색 고구마 칩 스낵,110G
냉동식품,피코크 취영루 촉촉한물만두,700G
치즈,스모크 내츄럴,200G
빵,당근크림치즈 샌드케익,45G
사탕,포지타노 레몬맛 캔디, 
냉동식품,모닝하임 잡채해물완자,1000G
소스류,동광 비빔날치알,200G
우유,노브랜드 굿밀크 저지방 우유,1L
냉동식품,씨제이 비비고 한섬만두,384G
과자,노브랜드 건빵,245G
빵,프랑스 미니베이네 플레인 냉동빵,19G
반찬,푹고은 육개장,400G
사탕,청포도캔디,893G
빵,삼립 정통 크림빵3, 
치즈,동원소와나무 슬라이스치즈,135KG
우유,매일우유 매일 바이오 플레인 저지방,450G
기타간식,리얼프렌치 크로크무슈 오리지널,130G
기타간식,캘리포니아 바바리안 크리미 츄러스,390G
정육_햄,달구벌 즉석소대창,400G
아이스크림,팥빙수,250ML
기타간식,나가사키 카스텔라 그린티,270G
빵,호두타르트, 
김치,춘향골 김치보감 포기김치,4KG
기타간식,오리온 닥터유 에너지바,160G
사탕,에스프레조 캔디,150G
치즈,체다 슬라이스 치즈,600G
아이스크림,빙그레 메로나,75ML
기타간식,피코크 아보카도 퓨레,200G
사탕,소프트 캬라멜,4KG
기타간식,닥터 오트커 양송이피자, 
정육_햄,냉동 숯불왕닭꼬치,500G
반찬,피코크 전통 인도식 커리 비프 코르마,190G
빵,서울식품 미니 딸기잼파이,23G
기타간식,켈로그 팝타르트 쿠키앤크림,400G
기타간식,맛있는꽁치,400G
기타간식,피코크 생초콜릿 다크,37G
치즈,퀵밀크 매직스트로우 밀크팩 딸기향,78G
치즈,페이장 브르통 까망베르치즈,375G
김치,풀무원 톡톡 씨앗 유산균 전라도 포기김치,10KG
과자,노브랜드 슈가크래커 270 G, 
정육_햄,씨제이 더건강한그릴비엔나치즈,330G
냉동식품,부산 전통의 맛 그대로 완당,692G
사탕,종합 카라멜,35KG
정육_햄,부촌푸드 국내산 냉동 고추장닭갈비,500G
정육_햄,굽네 슬림포켓 닭가슴살 스틱 소시지,45G
빵,안흥식품 고소한 할매찹쌀 호떡,1500G
반찬,피코크 명란 한스푼,130G
소스류,낙지젓갈,230G
과자,뻥이요,302G
빵,프랑스 프리미엄 커브 크로와상 냉동생지,70G
빵,삼립 샤니 생크림 파운드 미니,360G
냉동식품,노브랜드 한입 동그랑 땡,700G
우유,일동 후디스 초유플러스 우유 기획팩,930ML
아이스크림,피코크 퓨어 아이스 각얼음,1KG
과자,농심 감자군것질 바베큐맛,70G
아이스크림,하겐다즈 스트로베리 멀티바,240ML
치즈,모짜렐라 로그슬라이스,226G
정육_햄,냉동스모크베다체다 소시지, 
과자,조청유과,96G
사탕,투시팝 미니어쳐,1020G
기타간식,세가지 수제강정,600G
우유,내추럴초이스 아밀키 어나더밀크 아몬드 카페라떼,500ML
반찬,고추장모듬국산마늘장아찌,150G
정육_햄,앵거스박 양념엘에이갈비,400G
기타간식,피코크 과일 그래놀라,380G
김치,춘향골 김치보감 깍두기,2KG
빵,독일 통곡물 통호밀빵 선플라워씨드, 
우유,전용목장 저지방 우유,190ML
정육_햄,부촌푸드 국내산 냉장 고추장 돼지불고기,500G
기타간식,돌 워터젤리파인애플,130ML
정육_햄,어메이징 훈제삼겹,500G
빵,프랑스 프리미엄 까레루스띠끄 파베이크,40G
냉동식품,개성 왕만두,18KG
과자,노브랜드 초코파이찰떡,301G
치즈,벨조이오오소 리코타 치즈,453G
과자,크라운 츄러스,174G
사탕,시크릿쥬쥬 엘이디매직캔디,12G
사탕,땅콩알사탕,4KG
냉동식품,씨제이 고메매쉬드포테이토함박스테이크,520G
사탕,스코 오리온 바이오생과즙,99G
소스류,하선정알마늘,380G
아이스크림,또로롱 슈퍼콘 초코, 
과자,오리온 눈을 감자,113G
사탕,자연색소 막대사탕, 
과자,피코크 솜절미,40G
치즈,래핑카우 체다,128G
치즈,강훈목장 구워먹는 그릴치즈,150G
냉동식품,풀무원탱글새우물만두,270G
아이스크림,끌레도르 프리미엄아이스크림아이스크림 세트, 
아이스크림,젤라티보 레드빈,1L
기타간식,화과방 우리쌀로 만든 라이스케이크,50G
기타간식,아이스 군고구마,800G
냉동식품,동원 개성 왕쭈꾸미 만두,380G
우유,대학두유,190ML
반찬,아산 맛집 쭈꾸뿅 쭈꾸미 뿅맛 제일매운맛,650G
김치,종가집 어린이 한입 배추김치,300G
정육_햄,킹즈 수제 왕소시지, 
김치,종가집 오래오래맛있는 총각김치,1KG
정육_햄,청정원 집으로온 렌지온 매콤제육볶음,200G
과자,자갈치,90G
반찬,대림선 간장마늘쫑,150G
정육_햄,케이미트 쇠고기육포,170G
기타간식,맛밤,240G
빵,수제 전주 보리 초코파이,70G
사탕,롤리팝 아이스츄잉,63G
정육_햄,씨제이 더건강한 그릴비엔나,240G
치즈,퀘소 만체고,100G
우유,파스퇴르 엘비,700ML
과자,오리온 고래밥 볶음 양념,160G
냉동식품,피코크 고기 동그랑땡,385G
아이스크림,위즐 커피 초코 퍼지 아이스크림,660ML
김치,종가집 볶음김치 투어세트,100G
치즈,끼리 포션 플레인,108G
정육_햄,굽네 포차 직화구이 무뼈닭발,150G
사탕,이마트 스틱캔디,500G
반찬,바다먹자 국내산 간장돌게장,25KG
아이스크림,불라 리얼 데어리 아이스크림 초코,2L
치즈,캘리포니아 뮌스터 슬라이스 치즈,226G
아이스크림,생얼음,1KG
김치,피코크 조선호텔 볶음 김치,800G
우유,매일우유 멸균 오리지널,200ML
치즈,매일 알라 크림치즈 플레인,150G
아이스크림,투게더 시그니처 아이스크림 그린티라떼,110ML
정육_햄,마포서서갈비양념 엘에이갈비구이,230G
반찬,꼬막무침, 
치즈,동원 우유담아 내몸이 건강한 체다치즈,396G
반찬,더반찬 삼색나물, 
아이스크림,하겐다즈 스트로베리 아이스크림 미니컵,100ML
우유,뉴트로 비락우유 클래식,200ML
냉동식품,풀무원 얇은피꽉찬속 고기만두,400G
아이스크림,스노우밸리 생얼음,3KG
사탕,크라운 포켓몬볼 피규어,12G
반찬,마파두부덮밥소스,350G
우유,매일 소화가 잘되는 멸균우유,190ML
사탕,포스 오리온 밀크카라멜 콜드브루라떼맛,63G
우유,빙그레 바나나맛우유라이트딸기맛우유,240ML
정육_햄,씨제이 맥스봉 갈릭후랑크,90G
치즈,매일 상하치즈 뼈로가는 칼슘치즈,270G
정육_햄,정통 독일식 닭가슴살 소시지 프랑크 오리지널,120G
빵,국내산 팥으로 만든 안흥흑미찐빵, 
사탕,츄파춥스 전용 케이스증정츄파춥스 슬림휠, 
우유,프로바이오틱,150ML
우유,네슬 네스퀵 초콜릿맛 드링크,720ML
사탕,크라운 비단박하,400G
반찬,동광젓갈 웰빙오징어젓매운,180G
빵,나폴레옹 고방카스테라, 
냉동식품,창화당 납작김치왕군만두, 
과자,포스틱,84G
과자,쌀새우깡,80G
치즈,렛츠 세이 크림치즈 스프레드,226G
정육_햄,쫀득한 부안 수제 뽕 편육,260G
기타간식,씨제이 맛고구마,180G
빵,삼립 요요 꿀호떡,400G
냉동식품,노브랜드 통안심치킨텐더,550G
우유,파스퇴르 저지방 우유,200ML
김치,더김치 배추물김치,4KG
아이스크림,모히또바 아이스크림, 
사탕,헬로키티 엘이디 캔디,8G
과자,미니 프레첼 볶음양념맛,85G
소스류,맥된장,800G
기타간식,그래놀라 오트 뮤즐리 통곡물 시리얼 모음, 
정육_햄,피코크 레몬 닭가슴살,140G
반찬,직접갈은녹두전, 
소스류,동광젓갈 새우젓,180G
정육_햄,지프리모 핫스패니쉬살라미,250G
냉동식품,풀무원 새우듬뿍만두,300G
반찬,고추장멸치볶음,90G
빵,삼립 냉동 정통와플 플레인미니, 
소스류,씨제이다진마늘,260G
아이스크림,허쉬 젤리벨리 포도 아이스바, 
반찬,더반찬 명태회무침,200G
빵,국내산 팥으로 만든 안흥찐빵, 
기타간식,해남 달콤한자연 고구마말랭이,80G
김치,마음심은 이종임 동치미,3KG
김치,깐깐 송도순 열무물김치,3KG
아이스크림,하겐다즈 초콜릿,473ML
빵,마드레느셀레브르쿠키젤리롤, 
치즈,매일 상하치즈 맛있는 비타치즈 딸기,96G
빵,서울식품 미니고구마파이,23G
정육_햄,퀴진 더블 스테이크,160G
아이스크림,아이스캔디 아이스크림 골라담기, 
기타간식,피코크 파인애플 그대로,12G
김치,마음심은 이종임 나박김치,5KG
치즈,상하치즈 고다 슬라이스,180G
사탕,애니타임 밀크민트,185G
빵,삼립 한아름 땅콩소보루,375G
과자,해태 맛동산,304G
빵,월넛파운드진한 흑임자 파운드, 
김치,이씨네김치 전통이 살아숨쉬는 묵은지,10KG
반찬,어묵국물쌀떡볶이,200G
우유,내추럴초이스 아밀키 어나더밀크 아몬드 오리지널,500ML
반찬,일미초절임무,350G
아이스크림,본젤라또마카롱초코바닐라, 
우유,프로바이오틱청사과,150ML
정육_햄,삼원가든 엘에이식 양념갈비구이,600G
치즈,이마트 진심을 담은 칼슘 가득 고칼슘 치즈,360G
정육_햄,씨제이 백설 그릴후랑크,240G
냉동식품,피코크 김치 왕 만두,140G
우유,무항생제 바른목장 딸기우유,125ML
김치,종가집 백김치,500G
정육_햄,부촌푸드 국내산 냉장 고추장 삼겹살구이,500G
아이스크림,롯데제과 설레임 밀크 쉐이크,800ML
치즈,임실 구워먹는치즈,280G
아이스크림,롯데삼강 빠삐코,130ML
기타간식,풀무원 아임리얼 떠먹는 파인애플,130G
우유,매일우유 상하목장우유,180ML
김치,비비고 김치볶음,80G
아이스크림,유기농 아이스크림 코코아 474 ML, 
소스류,동광 어리굴젓,500G
우유,노브랜드 굿밀크 우유,1L
아이스크림,나뚜루 그린티스트롱 파인트,474ML
치즈,소와나무 이태리안피자치즈,800G
냉동식품,한입가득 피자군만두,300G
반찬,피코크 시저 치킨 샐러드,200G
우유,아몬드브리즈 오리지널언스위트바나나초코,24950ML
아이스크림,하겐다즈 바닐라,473ML
기타간식,오뚜기 멕시칸 라이스브리또 불고기,375G
냉동식품,찹쌀 왕만두피,340G
냉동식품,꼬마돈까스,450G
김치,씨제이프레시웨이 이츠웰 포기김치,10KG
반찬,매운돼지갈비찜,1KG
반찬,검은콩조림,100G
김치,씨제이제일제당 비비고 열무김치,900G
냉동식품,양념 등심 돈까스,600G
정육_햄,맛의 수작 우수작 광양식 소불고기,400G
치즈,수제 리코타 치즈, 
치즈,수제 블루베리 크림치즈, 
냉동식품,풀무원 평양 왕만두,490G
아이스크림,롯데푸드 구구콘 아이스크림,800ML
반찬,피코크 순희네 녹두 빈대 떡,400G
과자,삼양 사또밥,85G
빵,쁘띠 땅콩샌드,170G
아이스크림,노브랜드 녹차아이스크림,600ML
냉동식품,동원 조이락 동그랑땡,1KG
반찬,코다와리이자카야플러스,368G
소스류,신안 프리미엄특등급새우젓추젓,500G
정육_햄,통크게 썰어넣은 후랑크 어니언,260G
과자,크라운 신짱,294G
반찬,진짜 밥도둑 영광 법성포 고추장굴비,100G
과자,자주 우리밀 두부스낵,50G
사탕,투시팝 미니어쳐,200G
소스류,일본전통 시가야낫또,50G
치즈,매일 상하치즈 체다 슬라이스,400G
정육_햄,씨제이 빅후랑크숯불갈비맛,90G
사탕,포스 마이쮸복숭아,132G
과자,빈필즈 빈앤라이스칩 바베큐,156G
사탕,화과방 맛있는양갱,35G
과자,사조해표 팝콘 오리지날,90G
아이스크림,또로롱 구구콘, 
기타간식,켈로그 팝타르트 스모어,416G
정육_햄,동원냉장냉동 대림 휠터치소르튀긴새참바,70G
정육_햄,진주햄 천하장사 더블링콰트로,250G
냉동식품,대림 포자찐만두,180G
기타간식,씨제이 쁘띠첼 요거젤리 화이트코코,90G
우유,후레쉬 밀크 기획,1800ML
사탕,종합캔디,4KG
정육_햄,닭가슴살 큐브 현미큐브야채큐브, 
과자,포테이토 크리스프 사워크림향,15G
냉동식품,생가득 육즙듬뿍만두,400G
사탕,벨기에 커피맛 캔디,1500G
반찬,미역줄기볶음,250G
반찬,미각열전 울릉도명이절임,250G
빵,프랑스 프리미엄 초코칩 데코 머핀 냉동빵,75G
치즈,소와나무 체다치즈클래식,204G
빵,프랑스 프리미엄 크로와상 냉동생지,60G
사탕,오션젤리,66G
아이스크림,나뚜루 멀티바 녹차 초콜릿바,90ML
기타간식,피코크 반건조 호박 군고구마,200G
치즈,벨큐브 플레인 치즈,78G
정육_햄,닭가슴살 육포, 
빵,하니카스테라 소프트제리롤, 
반찬,피코크 수미 감자 전,420G
소스류,속초 선호 새우젓갈,1KG
냉동식품,프리미엄해물경단,540G
정육_햄,베다체다 롤베이크, 
반찬,이우철의 차돌 부대찌개,700G
기타간식,포스트 골든그래놀라밀크바,108G
기타간식,네이처밸리 딜상품, 
냉동식품,두툼 떡갈비,520G
소스류,씨제이 다담 매콤 떡볶이양념,140G
아이스크림,깐도리 아이스크림, 
소스류,국산콩 생나또,48G
아이스크림,프렌치아포가또 아이스크림,474ML
김치,씨제이제일제당 비비고 썰은 배추김치,900G
아이스크림,하겐다즈 쿠키 앤 크림 멀티바, 
소스류,피코크 돼지갈비찜 양념소스,500G
치즈,치즈헤드 모짜렐라 스트링 치즈,680G
우유,연세 마카다미아초코우유,190ML
정육_햄,진주햄 천하장사 더블링콘스윗,400G
과자,골든벨통상 원 포테이토 투 양파맛,142G
우유,매일유업 상하목장 슬로우 밀크,930ML
빵,흑미식빵, 
우유,서울 딸기우유,200ML
치즈,수제치즈 선물세트, 
기타간식,초록마을 메추리알조림,35G
치즈,서울우유 앙팡치즈 까요까요 초콜릿,78G
우유,빙그레 바나나맛 우유 라이트,960ML
정육_햄,해드림 야채순대,1KG
냉동식품,지코코넛 버터플라이새우,250G
빵,밤식빵, 
아이스크림,쿠앤크바 아이스크림, 
기타간식,피코크 김유조 안동 냉동 수정과 음료,460ML
사탕,스코 바이오생우유캔디,99G
치즈,남양 핑거스트링 치즈,200G
기타간식,켈로그 팝타르트 딸기,416G
과자,리얼 카사바칩 오리지날,2400G
빵,기린 아이러브 토스트,750G
김치,테이스티홈 국내산 묵은지,3KG
김치,피코크 조선호텔 맛김치,400G
우유,비락우유신선배송키트 가족형, 
빵,국내산 팥으로 만든 안흥쌀찐빵, 
빵,생미쉘 마들렝,250G
우유,슈퍼밀크,180ML
빵,큐원 화이트 컴파운드 버튼,150G
우유,서울우유,1800ML
정육_햄,전철우 블랙앵거스 엘에이갈비,500G
사탕,헬로키티 스티커 스탬프 캔디,6G
치즈,벨큐브 스낵믹스 치즈,125G
과자,감자칩버터갈릭맛,120G
기타간식,농심 나토리 우마이카,41G
기타간식,초록마을 훈제오리슬라이스,350G
기타간식,저스트 살구 오알 무화과, 
치즈,수제 할로우미 치즈, 
반찬,어메이징 닭칼국수 세트, 
빵,서울식품 데니쉬페스츄리,70G
빵,메나쥬리 에이피정통크로와상, 
우유,연세 멸균바나나우유,200ML
과자,티카 칩스 파타고니아,212G
아이스크림,허쉬 크리스피샌드위치, 
사탕,복분자 젤리,4KG
냉동식품,대림 사조안심 곡물텐더,300G
과자,농심 벌집핏자,83G
치즈,소와나무 슬라이스 치즈,18KG
냉동식품,한입가득 버섯물만두,306G
우유,국내산 토종콩 콩물두유,180ML
과자,욤카 전자렌지용 유기농팝콘솔티드,270G
아이스크림,멀티컵 아이스크림,100ML
우유,파스퇴르 후레쉬 우유,1800ML
우유,상하목장 유기농 우유,125ML
냉동식품,피코크 조선호텔 볶음 김치,100G
소스류,다담냉이된장찌개기획,140G
사탕,바이오 종합 캬라멜,820G
냉동식품,대림 흰살생선까스,600G
우유,작센우유 멸균우유 유지방,1000ML
냉동식품,고향 불낙교자,315G
빵,삼립 뉴욕치즈케익, 
빵,프랑스 프리미엄 바게트 깜빠뉴 파베이크,280G
정육_햄,김해축협 한우언양식양념불고기냉장,300G
소스류,속초 선호 명태회무침,500G
소스류,다담 바지락 순두부 기획,140G
과자,오리온 눈을감자 와사비맛,113G
냉동식품,취영루 물만두,350G
치즈,비이 체프 파마산 치즈 블랜드,300G
반찬,메추리알간장조림,300G
치즈,크레모나 그라나파다노,200G
빵,삼립식품 냉동 꼬마호빵 단팥, 
빵,진한 블루베리 파운드 흑임자, 
과자,오리온 상어밥 매콤한맛,160G
과자,노브랜드 담백한 통 감자 스틱 스낵,155G
반찬,피코크 동태전,300G
김치,피코크 조선호텔 썰은 포기 김치,1900G
김치,마음심은 이종임 포기김치,5KG
기타간식,쌀눈쌀로만든유기농쌀가루고운입자,18G
기타간식,스위트크림치즈프렛즐,396G
기타간식,내추럴초이스 푸드스토리,25G
빵,브레드샵 피터스 어니언 베이글, 
치즈,벨큐브 플레인,125G
기타간식,씨제이 쁘띠첼 요거젤리 딸기,90G
사탕,가루쿡 해피 키친 햄버거 만들기,22G
기타간식,후룻볼 복숭아,113G
아이스크림,나뚜루 초코,474ML
우유,남양 맛있는우유,200ML
빵,삼립 냉동 브라운 브레드,60G
냉동식품,동원 얇은피 김치만두,400G
소스류,우리콩 맛있는 안동낫또 생청국장 백태흑태 구성별 모음나또낫토선물세트, 
치즈,마담로익 크림치즈,300G
우유,파스퇴르 저지방 우유,18L
우유,서울우유 전통맷돌방식의 국내산 나약콩,190ML
빵,삼립 참참만쥬,320G
기타간식,피코크 파베 초콜릿 다크,130G
반찬,피코크 쇠고기 장조림,130G
아이스크림,하겐다즈 피넛 버터 솔티드 미니바, 
정육_햄,마포서서갈비양념 소살치살구이,230G
기타간식,피코크 생 초콜릿 녹차,37G
빵,소프트제리롤 잉글리쉬파운드, 
기타간식,리얼 크로크무슈 갈릭고르곤졸라,130G
과자,오리온 감자엔소스닷 칠리소스맛,120G
김치,종가집 전라도포기김치,1KG
김치,테이스티홈 국내산 깍두기,2KG
반찬,바다담은 순수 젓갈, 
아이스크림,빙그레 요맘때 그릭 블루베리콘,150ML
기타간식,피코크 레이디 핑거 티라미수 케이크,500G
우유,파스퇴르 후레쉬 우유,930ML
우유,소화가 잘되는 우유락토프리 오리지널 멸균,190ML
