item,product,unitmark
우유,빙그레 바나나맛우유 키즈 멸균우유,120ML
아이스크림,하겐다즈 프로즌 요거트 옐로우피치,473ML
냉동식품,메밀 지짐만두,800G
과자,치오스틱 오리지날,500G
치즈,프란시아 부팔라,125G
과자,아미고 옥수수 맛콘,280G
소스류,속초식명태초무침,1KG
아이스크림,빙그레 투게더 밀크딸기,660ML
김치,풀무원 톡톡 씨앗 유산균 포기김치,10KG
김치,맛김치,3200G
정육_햄,피코크 훈제 오리 다리 살 슬라이스,200G
기타간식,초록마을 사과즙,100ML
반찬,건곤드레나물볶음,150G
사탕,리콜라 무설탕 스위스 허브 캔디 글라시어민트,40G
김치,명가일품 한입에 반한 특겉절이,700G
소스류,동광젓갈 양념조개젓,180G
우유,빙그레 바나나 스페셜,1440ML
김치,비비고 포기배추김치,3500G
김치,종가집 포기김치 백두,10KG
빵,생크림카스테라 초코,150G
치즈,그라나롤로 그라나파다노,200G
사탕,호박엿 카라멜,35KG
사탕,말랑카우밀크,79G
반찬,영양깜장콩, 
아이스크림,빙그레 슈퍼콘 바닐라,750ML
과자,생생칩핑크솔트,120G
정육_햄,피코크 갈릭 닭 가슴살,140G
정육_햄,레드 양장피,490G
우유,연세 가볍다우유저지방,190ML
아이스크림,구구콘스타 초코 아이스크림, 
아이스크림,참붕어싸만코 아이스크림, 
치즈,끼리 크림치즈 그릭스타일,200G
우유,남양 맛있는 우유,2300ML
과자,사조대림 해표 팝콘,90G
과자,피코크 온더보더 나쵸 칩 오리지널 스낵,100G
과자,오리온 감자패밀리팩,180G
반찬,피코크 전통 일본식 치킨 커리,160G
기타간식,밀크벨벳푸딩, 
과자,노브랜드 고소한 맛짱 스낵,360G
냉동식품,한성 해물경단,880G
기타간식,씨제이 쁘띠첼 요거젤리 블루베리,250G
치즈,상하 미니치즈 크림,144G
정육_햄,굽네 닭가슴살 그릴비엔나 마늘,100G
빵,메나쥬리 탕종식빵, 
치즈,동원 끼리 플레인,200G
우유,덴마크 대니쉬 더건강한 우유,900ML
사탕,리콜라 오리지널 허브 드럼 캔디,100G
과자,토레스 셀렉타 캐비어,110G
과자,솔빛담은 고랭지 감자스낵, 
아이스크림,빙그레 투게더 시그니처, 
기타간식,씨제이 쁘띠첼 클래식티라미수,295G
아이스크림,리치몬드바 아이스크림, 
치즈,몽블랑 까망베르 큐브,100G
김치,마음심은 국내산 배윤자 총각김치,3KG
빵,삼립 더촉촉한 치즈케익,210G
반찬,마늘절임, 
사탕,페퍼민트 트위스트, 
과자,미니 프레첼 와사비맛,85G
반찬,아워홈 매콤오븐닭갈비,180G
냉동식품,동원 개성 왕새우군만두,315G
기타간식,티라미수 베리베리,130G
반찬,춘천명동식닭갈비, 
김치,도들샘열무물김치,3KG
우유,상하목장 유기농 우유 저지방,200ML
사탕,우림 땅콩 캬라멜,650G
정육_햄,마포서서갈비양념 소왕갈비,300G
빵,삼립 핫도그,300G
소스류,동광젓갈 웰빙낙지젓,180G
치즈,에루 키즈 고칼슘 치즈,100G
과자,수미칩 어니언,85G
아이스크림,유기농 블루베리 아이스크림 474 ML, 
정육_햄,훈제 닭가슴살,150G
반찬,양념깻잎,1KG
과자,구운오잉 낙지 호롱구이맛,130G
소스류,안동낫또 우리콩 흑태,54G
기타간식,맥스봉 체다치즈어랏,400G
반찬,통 새우장,1KG
김치,씨제이 비비고 포기배추김치,3300G
정육_햄,지프리모 스파이시페퍼로니살라미,250G
냉동식품,김해축협 치즈돈까스,500G
냉동식품,동원 개성 왕새우만두 빅,1190G
김치,남도미가 감칠맛나는 전라도 깍두기,2KG
반찬,피코크 계란장조림가쓰오,400G
기타간식,무농약반건조호박군고구마,65G
빵,촉촉 식빵,400G
치즈,상하치즈 까망베르 슬라이스,180G
정육_햄,씨제이 오리지널후랑크,500G
김치,씨제이 비비고 썰은총각김치,480G
아이스크림,메로나 아이스크림, 
정육_햄,하림 치즈앤갈릭후랑크,300G
정육_햄,본래토종순대,1KG
빵,기분이 좋아지는 피코크 디저트, 
기타간식,씨제이 쁘띠첼 바나나푸딩,90G
과자,해태 허니버터칩,120G
아이스크림,생귤탱귤바 아이스크림, 
치즈,서울우유 치즈큐빅 플레인,126G
냉동식품,피코크 통통 새우 왕교자,315G
기타간식,피코크 레몬타르트,450G
정육_햄,어메이징 훈제목심,500G
반찬,피코크 계란찜명란,200G
기타간식,삼양 별뽀빠이,72G
소스류,더반찬 오징어젓,200G
아이스크림,허쉬 초코바, 
과자,스페인 유기농 감자칩,40G
냉동식품,오뚜기 맛있는 할라피뇨 핫도그,400G
사탕,명인 생강엿,250G
사탕,터키쉬 구름사탕 코코아맛,250G
사탕,카스가이 구로아메흑사탕,144G
정육_햄,꼬막불고기,150G
우유,비락우유신선배송키트 뼈건강 가족형, 
우유,매일우유 상하목장 유기농 드링킹요거트,180ML
소스류,피코크 소불고기 양념 소스,500G
냉동식품,동원 개성제주돼지왕만두,469G
사탕,롤리팝 막대사탕대, 
아이스크림,노브랜드 상큼한 딸기 아이스,5L
반찬,배윤자 푸짐한 찹스테이크,300G
기타간식,네이처밸리 오츠앤허니,42G
우유,국내산 유기농 라이스밀크,1000ML
냉동식품,한만두 달콤한 갈비만두,420G
기타간식,초코벨벳푸딩, 
빵,프랑스 레몬 파운드 케이크 냉동빵,300G
소스류,신안 프리미엄특등급새우젓육젓,500G
치즈,벨큐브,78G
과자,티카 칩스 팔라피토,212G
기타간식,명인조청 하루든든견과바,25G
치즈,끼리 크림치즈,200G
과자,자주 발효 스틱 건빵, 
냉동식품,피코크 토마토 미트볼,500G
아이스크림,롯데푸드 그릭요거트홈,660ML
김치,마음심은 이종임 나박김치,3KG
냉동식품,피코크 치즈돈까스,600G
소스류,피코크 제대로 맛을 내는 돼지 불고기 양념,180G
소스류,동광젓갈 낙지무말랭이,130G
정육_햄,마포서서갈비양념 소등심로스,230G
김치,피코크 조선호텔 레시피 열무김치,1500G
반찬,카레부어스트,200G
빵,후앙 우유모닝빵, 
냉동식품,고기왕만두,420G
아이스크림,또로롱 더위사냥 커피, 
정육_햄,닭가슴살 스테이크 야채맛,100G
정육_햄,돼지불백,300G
아이스크림,디핀다트 구슬아이스크림,50ML
과자,아미고 우리쌀 대롱스낵,280G
치즈,끌레베르 후레쉬 모짜렐라 치즈,200G
김치,누리원 아삭한 포기김치,2KG
사탕,트롤리 월리,100G
빵,프랑스 프리미엄 뺑멀티세레알 파베이크,45G
기타간식,땡큐베리바,25G
김치,손수담은아삭포기김치,3KG
사탕,자주 점보달고나, 
정육_햄,피코크 안동인 안동 찜닭,1013G
정육_햄,양념 춘천식 닭갈비,600G
김치,마음심은 이종임 동치미,5KG
과자,수미칩 오리지널,55G
김치,씨제이제일제당 비비고 썰은 배추김치,1800G
사탕,코코몽 새콤달콤 포도 복숭아,200G
반찬,풀무원 올바른 또띠아통밀,150G
빵,기린 미니 꿀호떡,400G
빵,사요 쫄깃쫄깃 리얼녹차떡,40G
빵,후앙 뺑드노아, 
소스류,동광젓갈 웰빙명란젓,180G
소스류,피코크 스위트 칠리 디핑 소스,45G
아이스크림,쿠키오 아이스크림, 
치즈,매일유업 알라슬라이스 체다,150G
아이스크림,매그넘 클래식바,110ML
빵,프랑스 프리미엄 미니 뺑오쇼콜라 냉동생지,28G
빵,하니카스테라 월넛파운드, 
치즈,피코크 체다 치즈 슬라이스,400G
사탕,헬로키티 캔디 자판기,15G
기타간식,과자세트 감자칩 과자모음, 
빵,삼립 더촉촉한 오리지널카스테라,270G
냉동식품,씨제이 비비고도톰동그랑땡,425G
사탕,크라운 막쮸,84G
반찬,영덕게살 게살장 게딱지장 세트, 
우유,남양 맛있는 우유 지티 아인슈타인 베이비,900ML
반찬,동광젓갈 웰빙오징어젓,180G
김치,씨제이 비비고 총각김치,500G
냉동식품,대림 오징어듬뿍해물땡,380G
냉동식품,바삭한 탕수육,1200G
빵,소세지몽땅, 
우유,매일우유 멸균 저지방,200ML
정육_햄,하림 닭가슴살 훈제,110G
기타간식,오트밀바 플랩잭스 슈퍼푸드 에너지바, 
사탕,아이스브레이커스 베리스플래쉬스트로베리향,42G
반찬,전철우 소갈비탕,600G
냉동식품,씨제이 고메 바삭튀겨낸 통등심돈카츠,450G
치즈,차이브 앤 갈릭 치즈,125G
아이스크림,누가바,378ML
기타간식,씨제이 쁘띠첼 밀감,130ML
반찬,바다먹자 화끈한 성수쭈꾸미 매운맛,280G
빵,후앙 슈크림빵, 
빵,안흥식품 단팥 품은 옛날 붕어빵,500G
빵,풀무원 올바른 또띠아 우유대,225G
빵,서울식품 미니애플파이,35G
빵,정통뉴욕 어니언 베이글 파베이크,113G
반찬,대림선 신선한 콩자반,150G
치즈,밸리 팜 멜론 망고 치즈,125G
소스류,안동낫또 우리콩 생청국장 백태,54G
빵,프랑스 머핀 슈거데코 냉동빵,95G
기타간식,씨제이 쁘띠첼 스윗푸딩밀크커스터드,95G
사탕,한일 계피향 캔디,450G
기타간식,블랙벨벳샴푸,500ML
빵,하루노유키 독일 바움쿠헨 행운의 케익, 
정육_햄,동원냉장냉동 심야식당 직화 숯불닭꼬치,170G
냉동식품,피코크 안심돈까스,300G
아이스크림,바닐라빈, 
반찬,구운어묵볶음,220G
사탕,마산 땅콩 캬라멜,780G
사탕,포스 리콜라 레몬민트,80G
빵,큐원 아몬드분말,60G
소스류,국산콩 유자나또,50G
사탕,우유속에 말랑말랑 밀크츄,70G
과자,피코크 온더보더 나쵸 칩 비프 화이타 맛 스낵,100G
빵,삼립 아침미소토스트,702G
소스류,한성 오징어젓갈, 
정육_햄,씨제이프레시웨이 실속 돈까스,1300G
사탕,커피맛 캔디,4KG
김치,올가 포기 김치,1900G
기타간식,우리밀김치만두,500G
치즈,덴마크 짜지않은 치즈 고슘비타민,252G
우유,아침의선물,200ML
우유,목장의 신선함이 살아있는 우유,1L
사탕,트롤리 피자모양 젤리,840G
치즈,슈레드 모짜렐라 치즈,1KG
과자,포스틱,270G
과자,청정원 고구마츄,180G
과자,피코크 서울스낵 수고구마스틱,50G
치즈,제주 슈레드 모짜렐라 치즈,300G
정육_햄,올반 한우,150G
반찬,도들샘 해물볶음우동, 
반찬,피코크 부산식 유부 주머니,400G
기타간식,히로타 바닐라크림슈, 
소스류,피코크 국산 들깨로 짜낸 들기름,250ML
기타간식,이마트 초코크런치롤,140G
아이스크림,티코 밀크 초코,510ML
냉동식품,피코크 치킨스테이크,440G
정육_햄,소프트 닭가슴살 혼합,100G
아이스크림,하겐다즈 그린티 아이스크림,100ML
냉동식품,청양고추맛 닭가슴살 곤약 잡채 만두,360G
우유,풀크림 멸균우유,1000ML
소스류,씨제이 다담 매콤돼지 불고기양념,150G
정육_햄,피코크 로즈마리 닭가슴살,140G
기타간식,피코크 초콜릿타르트,430G
냉동식품,뽀뽀뜨반찬 수제두부새우전, 
기타간식,저스트 건과채 스낵, 
빵,피코크 초코케익,190G
사탕,멘토스 스무디,81G
정육_햄,씨제이 더건강한그릴비엔나,160G
아이스크림,롯데죠스바,85ML
기타간식,닥터유 활력충전 에너지바,40G
반찬,영덕게간장순국장 세트, 
김치,테이스티홈 국내산 깍두기,5KG
정육_햄,나주고깃간 갈비찜,500G
우유,매일 저지방,900ML
정육_햄,피코크 매운 바베큐 닭다리,165G
정육_햄,김해축협 한우언양식양념불고기냉동,300G
빵,앙버터몽땅, 
아이스크림,미니컵 화이트 피치 라즈베리, 
반찬,어묵무침,250G
사탕,페즈캔디 디스펜서슈퍼윙스,255G
과자,포테토칩 사워크림어니언,125G
냉동식품,백설 동그랑땡,750G
우유,맛있는우유 딸기, 
사탕,박하맛 캔디,4KG
과자,오리온 오감자,115G
반찬,생선스테이크용 레몬소스, 
김치,씨제이비비고 총각김치,1500G
아이스크림,또로롱 체리마루, 
기타간식,피코크 파베 초콜릿 밀크,130G
사탕,위니비니엑스스누피 썸머미니에코백패키지, 
정육_햄,김해축협 한돈언양식양념불고기냉동,500G
우유,맛있는우유지티멸균초코, 
과자,노브랜드 인절미 스낵,130G
기타간식,노브랜드 소고기치즈브리또,360G
사탕,자주 브라운 별사탕, 
정육_햄,부촌푸드 냉장 유황 생오리,500G
아이스크림,엑설런트컵 바닐라의 꿈 아이스크림,110ML
우유,비락우유 키드우유, 
소스류,피코크 제대로 맛을 내는 고등어 조림 양념,140G
김치,종가집 열무김치페트,290G
과자,허니버터칩,152G
정육_햄,오뗄 장작통삼겹베이컨,500G
냉동식품,올반 육즙가득왕교자,315G
우유,덴마크 대니쉬 더건강한 저지방우유,18L
김치,씨제이 비비고 갓김치,400G
기타간식,망고식스 망고스틱,60G
반찬,하남쭈꾸미,600G
아이스크림,빙그레 투게더 시그니처바닐라,110ML
과자,보겔 팝콘용 옥수수,700G
아이스크림,빙그레 끌레도르 크림치즈바, 
빵,바로먹는 깐계란,70G
과자,피코크 리얼새우 칙크리스피 스파이시,20G
소스류,나래식품 어리굴젓,300G
빵,삼립 구운 미니 마늘바게뜨,120G
아이스크림,더블비얀코 아이스크림, 
기타간식,떠먹는 치즈무스케익,150G
치즈,그라나 파다노,150G
정육_햄,햄스빌 베이컨,110G
사탕,터키쉬 구름사탕 바닐라맛,250G
기타간식,피코크 배 그대로,18G
냉동식품,미니돈가스,300G
냉동식품,동원 대림선 포자찐만두,180G
기타간식,오리온 닥터유 에너지바퀵차치팩,440G
빵,삼립 상쾌한 아침우유 식빵,300G
치즈,일드 프랑스 미니 브리,25G
반찬,부추오이무침,300G
아이스크림,하겐다즈 망고 라즈베리 아이스크림,100ML
반찬,바다먹자 국내산 황게 간장게장,15KG
기타간식,구운 해남 고구마 말랭이,60G
김치,종가집 맛김치,80G
빵,메나쥬리 올리브포카치아, 
냉동식품,피코크 만두연구소 담백한 왕교자,490G
과자,오리온 스윙칩 볶음고추장,124G
반찬,카레가자미구이,250G
빵,피코크 티라미수,70G
냉동식품,감자떡만두,600G
사탕,백설사탕,4KG
과자,허니버터칩 라벤더앤블루베리,120G
사탕,모아블럭 동물의 왕국, 
아이스크림,비비빅 더 프라임 인절미, 
기타간식,벤토스위트앤스파이시,72G
치즈,에루 고다 포션 치즈,120G
치즈,구르메 고르곤졸라,150G
정육_햄,미소담은 미쏘야모듬소시지,990G
소스류,백설 다담 뚝배기 청국장 찌개양념,130G
빵,큐원 리프젤라틴,20G
소스류,유색 명란젓갈,120G
사탕,멘토스 전용 케이스증정미니 레인보우,1KG
치즈,몽블랑 체다 큐브,100G
기타간식,풀무원 아임리얼 떠먹는 망고,130G
사탕,사랑방선물캔디,187G
우유,남양 초코에몽,250ML
반찬,국내산 명이나물 장아찌,100G
빵,감자식빵, 
냉동식품,냉동 하림 굿초이스프로라인 치킨너겟,1KG
냉동식품,짬뽕군만두,210G
반찬,종가집 옛맛 국산 깻잎지,150G
반찬,아산 맛집 쭈꾸뿅 쭈꾸미 순한맛,650G
빵,프랑스 프리미엄 초콜릿 트위스트 냉동생지,90G
반찬,피코크 돼지 고기 장조림,180G
우유,매일우유 상하목장 슬로우 저지방밀크,750ML
반찬,바다먹자 화끈한 성수쭈꾸미 약간매운맛,280G
우유,소화가 잘되는 우유락토프리 저지방 멸균,190ML
빵,피코크 당근 케익,190G
정육_햄,롯데푸드주 베이컨 갈릭페퍼,300G
과자,피코크 인절미 맛 팝콘 스낵,120G
과자,노브랜드 체다 치즈볼 스낵,370G
정육_햄,굽네 스파이시 훈제 닭가슴살 슬라이스,100G
사탕,완도명가 전복 다시마캬라멜,180G
정육_햄,참나무훈연비엔나,740G
과자,마켓오 리얼 치즈칩 포테이토,62G
빵,하니카스테라진한 초콜릿 파운드, 
과자,옥수수 쫀드기,120G
과자,프렌즈 바나나칩, 
기타간식,동원 저스트 과일퓨레 파인애플사과,130ML
냉동식품,취영루 물만두,700G
김치,씨제이 비비고 썰은배추김치,100G
반찬,아워홈 매콤제육불고기,190G
과자,씨제이 맥스칩 스윗포테이토,50G
정육_햄,롯데 의성마늘구이햄,320G
빵,피코크 얼그레이 쉬폰케익,120G
기타간식,굽네 닭가슴살 꾸이,23G
우유,매일 소화가잘되는우유 멸균,190ML
정육_햄,노브랜드 그릴 닭가슴살,140G
반찬,속초 선호 맛있는젓갈,1KG
빵,밀크앤허니 하니카스테라 잉글리쉬파운드, 
정육_햄,클라식소시지 영국식 수제 숙성 베이컨,500G
우유,모리나가핫케익믹스,300G
정육_햄,닭가슴살 소시지 야채맛,100G
치즈,매일상하 유기농 초지 방목 치즈,180G
냉동식품,프리미엄 돈까스,840G
기타간식,삼립 달콤한 초코슈,150G
김치,테이스티홈 국내산 총각김치,5KG
아이스크림,투게더 밀크딸기 아이스크림, 
빵,유기농 순수 호밀빵,550G
김치,동원 자연을담그다 양반 썰은김치,80G
정육_햄,동원냉장냉동 통그릴 윈너,450ML
치즈,동원 덴마크 피자치즈,280G
사탕,멘토스 푸르티,375G
반찬,오징어젓갈,400G
사탕,노벨 슈퍼 레몬캔디,83G
냉동식품,오뚜기 짜장면,135G
아이스크림,라라스윗 요거트, 
우유,매일 멸균 무지방,200ML
치즈,미니 고다스틱,120G
치즈,매일 상하치즈 브리치즈,100G
과자,피코크 스윗솔트 팝콘 자이언트,450G
빵,큐원 레인보우 스프링클,130G
치즈,알라 슬라이스 기획고다모짜렐라,150G
기타간식,동서 플랜터스 드라이로스트 피넛,453G
기타간식,풀무원 토이쿠키 씽씽자동차만들기, 
사탕,푸쵸 후르츠향 믹스,90G
과자,크라운 죠리퐁,74G
과자,구운 캐슈넛,100G
기타간식,리얼 멕시칸브리또 치폴레살사치킨,375G
우유,깔끔한 저지방,900ML
빵,롯데 바로구워토스트,380G
냉동식품,새우 하카우 꼬리,200G
정육_햄,돌가마 국내산 돼지특수부위 왕덜미살,600G
사탕,청우 유가,400G
소스류,찬마루 중화마파두부 양념소스, 
김치,참다올 전라도광주김치 백김치,3KG
우유,마시는 단백질 한끼 비락 시리얼, 
기타간식,피키바 로렌 메가넛츠,45G
사탕,농심 츄파춥스 투펀,168G
아이스크림,롯데 조안나 바닐라,850ML
김치,더김치 열무물김치,2KG
냉동식품,창화당 고기궁중만두, 
정육_햄,본래찰순대,1KG
우유,아인슈타인,900ML
기타간식,씨제이 쁘띠첼 워터젤리 복숭아,130ML
과자,수미칩 오리지널,85G
아이스크림,또로롱 스크류바, 
아이스크림,빙그레 투게더 아이스크림,910ML
치즈,에담 슬라이스,150G
반찬,피코크 적 양배추 피클,300G
기타간식,크림수제 쿠키슈 초코,70G
김치,뽀뽀뜨김치 양배추백김치, 
김치,종가집 열무김치,5KG
소스류,다담 부대찌개양념,140G
우유,매일유업 매일 바이오 드링크,200ML
정육_햄,씨제이 더건강한 이탈리안통베이컨 갈릭바질,350G
김치,종가집 묵은지김치,1600G
반찬,전철우 나주곰탕,600G
정육_햄,케이미트 쇠고기육포,50G
빵,하루노유키 바움쿠헨 행운의 케익 피레네 플레인 선물세트, 
우유,네슬 네스퀵,180ML
과자,꾸이대통,220G
김치,아라김치 해양심층수 아라백김치,3KG
반찬,피코크 멸치호두볶음,70G
김치,마음심은 국내산 배윤자 열무물김치,5KG
치즈,벨큐브 치즈믹스 치즈,125G
냉동식품,동원 미니돈까스,450G
사탕,대만 마쉬멜로우 어쏘티드,100G
김치,대복 포기김치,5KG
치즈,데어리워크스 모짜렐라 치즈,250G
냉동식품,씨제이 숯불향 닭강정,250G
우유,아침의선물,930ML
반찬,차림 두마리장어구이, 
소스류,씨제이 유산균 생나또 가쓰오간장,99G
기타간식,피코크 티라미수 케이크대용량,680G
빵,나폴레옹 버터롤, 
기타간식,씨제이 쁘띠첼 스윗푸딩 크림쇼콜라,95G
반찬,춘천신선한입닭갈비,1KG
사탕,오리온 밀크카라멜 오리지널,63G
김치,종가집 어린이 한입 백김치,300G
사탕,자두맛캔디,4KG
아이스크림,부라보콘 초코청크 아이스크림, 
김치,제주김치 간편하고 맛좋은 유산균 맛김치,650G
빵,잉글리쉬파운드진한 블루베리 파운드, 
과자,노브랜드 감자칩 김와사비향,110G
과자,크라운 참쌀선과,253G
정육_햄,특가 일품 닭가슴살 스테이크,100G
치즈,남양 드빈치 자연방목치즈,255G
우유,무항생제 인증 위드맘 첫우유,125ML
우유,귀리우유귀리음료 초코,250ML
반찬,피코크 연근조림,130G
사탕,명인 호박엿,300G
기타간식,생강가루,25G
사탕,누룽지향 캔디,4KG
소스류,동광 신안어담새우젓육젓,500G
우유,오트밀크,225ML
아이스크림,아이스노이에 토카치아즈키 아이스크림, 
정육_햄,굽네 갈비천왕 치밥,200G
김치,참다올 전라도광주김치 묵은지,3KG
김치,풍산김치 포기김치,2500G
냉동식품,피코크 오삼불고기만두,630G
소스류,동광젓갈 웰빙창란젓,180G
과자,자주 담백한맛 미니 뻥튀기, 
빵,할매안흥찐빵 쌀찐빵단호박쌀찐빵흑미쌀찐빵새싹순보리쌀찐빵, 
김치,피코크 조선호텔 총각 김치,1KG
정육_햄,안주당냉동돼지불막창,150G
사탕,일본 커피사탕 스미야키,100G
정육_햄,김해축협 한우양념불고기냉장,300G
치즈,그리스 페타,150G
사탕,흑사탕,4KG
냉동식품,모닝하임 물만두,3KG
사탕,일본 박하사탕 하카향아메,180G
빵,메나쥬리 호두앙금빵, 
반찬,옛날 닭볶음탕,200G
김치,테이스티홈 국내산 총각김치,2KG
반찬,새우향가득전,195G
사탕,미성 머쉬멜로우젤리,110G
과자,너티조이 마라땅콩, 
사탕,청우 캔디종합,450G
김치,제주김치 자리젓갈 김치,5KG
우유,내추럴초이스 아밀키 어나더밀크 아몬드 슈가프리,500ML
우유,이마트 뼈에 쏙쏙 고칼슘 저지방 우유,18L
기타간식,파스키에 팡올레,280G
사탕,호박맛 젤리,4KG
아이스크림,피코크 아이스크림 티라미수, 
치즈,데어리워크스 파마산,200G
빵,후앙 파이만쥬 세트, 
냉동식품,대림 안심치킨텐더스틱,410G
치즈,덴마크 유기농 우리아기치즈 스텝12 어린이치즈, 
치즈,해피카우 레귤러 포션치즈,360G
우유,덴마크 목장 무항생제인증 우유,2880ML
과자,피코크 서울스낵 찹쌀과자 조청맛,100G
냉동식품,올반 정통 닭강정,500G
김치,피코크 조선호텔 맛김치,80G
아이스크림,롯데 조안나 호두,900ML
우유,매일 멸균 소화가잘되는 저지방우유, 
기타간식,삼립 소프트에그타르트,300G
빵,나폴레옹 크랜베리바게트, 
김치,남도미가 감칠맛나는 전라도 총각김치,2KG
빵,서울식품 미니치즈쿠키,18G
빵,로러후즈 필라델피아 치즈케익플레인,794G
우유,파스퇴르 저지방 우유,930ML
빵,큐원 다크 컴파운드 칩스,120G
과자,해태 홈런볼 초코,230G
기타간식,레드베리 에너지바,25G
기타간식,고단백 통곡물바 단백할시간 레드,35G
치즈,구르메 다니엘 제노아 살라미,198G
